Date,DIA,IWM,TLT,DXY,ETH,GLD,HYG,LQD,VIX
2021-01-04,277.6956787109375,182.57493591308594,136.2112579345703,89.87999725341797,1040.2330322265625,182.3300018310547,67.58782196044922,115.58992004394531,26.969999313354492
2021-01-05,279.0919189453125,185.39613342285156,135.1996307373047,89.44000244140625,1100.006103515625,182.8699951171875,67.61113739013672,115.21992492675781,25.34000015258789
2021-01-06,283.10589599609375,192.98216247558594,132.4241943359375,89.52999877929688,1207.1121826171875,179.89999389648438,67.48699951171875,114.28631591796875,25.06999969482422
2021-01-07,285.2093811035156,196.41665649414062,131.25701904296875,89.83000183105469,1225.6781005859375,179.47999572753906,67.68091583251953,114.26947784423828,22.3700008392334
2021-01-08,285.7054748535156,195.9920654296875,130.8332977294922,90.0999984741211,1224.1971435546875,173.33999633789062,67.78176879882812,114.18534851074219,21.559999465942383
2021-01-11,284.9063415527344,195.8222198486328,130.61720275878906,90.54000091552734,1090.1453857421875,173.0,67.4171371459961,113.69754028320312,24.079999923706055
2021-01-12,285.429931640625,199.3321990966797,130.51341247558594,90.05000305175781,1043.4345703125,174.1199951171875,67.50250244140625,113.94146728515625,23.329999923706055
2021-01-13,285.328857421875,197.90745544433594,131.9832763671875,90.31999969482422,1130.7393798828125,173.3699951171875,67.70420837402344,114.82461547851562,22.209999084472656
2021-01-14,284.7960205078125,201.8608856201172,130.7469024658203,90.23999786376953,1218.4530029296875,173.27999877929688,67.68868255615234,114.3283462524414,23.25
2021-01-15,283.14019775390625,198.85098266601562,131.265625,90.77999877929688,1171.8345947265625,171.1300048828125,67.58006286621094,114.50503540039062,24.34000015258789
2021-01-19,284.24285888671875,201.39854431152344,131.6893310546875,90.5,1377.2958984375,172.5800018310547,67.77401733398438,114.70682525634766,23.239999771118164
2021-01-20,286.4942321777344,202.28546142578125,131.8189239501953,90.47000122070312,1382.2740478515625,175.38999938964844,67.89813232421875,114.67318725585938,21.579999923706055
2021-01-21,286.5863037109375,200.530517578125,130.8938446044922,90.12999725341797,1121.5709228515625,175.27999877929688,67.8593521118164,114.21903228759766,21.31999969482422
2021-01-22,284.84014892578125,202.861083984375,131.31761169433594,90.23999786376953,1236.51220703125,173.89999389648438,67.72744750976562,114.1348876953125,21.90999984741211
2021-01-25,284.546142578125,202.6629180908203,132.86512756347656,90.38999938964844,1324.414794921875,174.0500030517578,67.74297332763672,114.62271118164062,23.190000534057617
2021-01-26,284.3072204589844,201.2570343017578,132.6144561767578,90.16999816894531,1357.05810546875,173.6199951171875,67.64214324951172,114.6143569946289,23.020000457763672
2021-01-27,278.67425537109375,197.56777954101562,132.95164489746094,90.6500015258789,1253.1871337890625,172.52000427246094,67.44819641113281,114.41248321533203,37.209999084472656
2021-01-28,281.2563171386719,196.93557739257812,132.21673583984375,90.45999908447266,1332.4921875,172.67999267578125,67.64987182617188,114.22740173339844,30.209999084472656
2021-01-29,275.5039978027344,193.9540252685547,131.4212188720703,90.58000183105469,1382.5228271484375,172.61000061035156,67.47142791748047,114.05081939697266,33.09000015258789
2021-02-01,277.53460693359375,198.7189178466797,131.57354736328125,91.0199966430664,1369.04052734375,174.22999572753906,67.68791198730469,114.27582550048828,30.239999771118164
2021-02-02,281.94561767578125,201.54954528808594,130.72528076171875,91.19999694824219,1515.1937255859375,172.11000061035156,67.85142517089844,113.97245025634766,25.559999465942383
2021-02-03,282.3499450683594,202.1533966064453,129.56541442871094,91.12000274658203,1660.9095458984375,171.85000610351562,67.9059066772461,113.70275115966797,22.90999984741211
2021-02-04,285.4834289550781,206.27664184570312,129.2191162109375,91.52999877929688,1594.7626953125,168.14999389648438,68.04605102539062,113.8965835571289,21.770000457763672
2021-02-05,286.282958984375,209.13555908203125,128.13714599609375,91.04000091552734,1718.65087890625,169.80999755859375,68.14729309082031,113.59317016601562,20.8700008392334
2021-02-08,288.4424133300781,214.4759979248047,128.69979858398438,90.93000030517578,1746.6168212890625,171.52000427246094,68.3497543334961,114.0820083618164,21.239999771118164
2021-02-09,288.4700012207031,215.48561096191406,128.7949676513672,90.44000244140625,1768.0350341796875,172.0800018310547,68.22517395019531,113.90498352050781,21.6299991607666
2021-02-10,289.0029296875,214.07028198242188,129.6519317626953,90.37000274658203,1744.243408203125,172.7100067138672,68.20962524414062,114.17469787597656,21.989999771118164
2021-02-11,289.1682434082031,213.82501220703125,128.9421844482422,90.41999816894531,1783.7979736328125,171.2100067138672,68.24075317382812,113.87126159667969,21.25
2021-02-12,289.49920654296875,214.42884826660156,127.34072875976562,90.4800033569336,1843.5325927734375,170.69000244140625,68.3497543334961,113.50048065185547,19.969999313354492
2021-02-16,289.9952087402344,213.07955932617188,125.40174102783203,90.51000213623047,1781.0675048828125,168.24000549316406,68.24075317382812,112.69986724853516,21.459999084472656
2021-02-17,290.9327392578125,211.40953063964844,126.19815826416016,90.94999694824219,1848.458251953125,166.3300018310547,68.21739959716797,113.2645263671875,21.5
2021-02-18,289.97705078125,208.13543701171875,125.68739318847656,90.58999633789062,1937.44921875,166.32000732421875,68.12394714355469,113.04537200927734,22.489999771118164
2021-02-19,289.94097900390625,212.4757080078125,124.01679992675781,90.36000061035156,1960.164794921875,167.00999450683594,68.13174438476562,112.2279281616211,22.049999237060547
2021-02-22,290.20794677734375,211.09811401367188,123.0732650756836,90.01000213623047,1781.992919921875,169.50999450683594,67.92151641845703,111.52848815917969,23.450000762939453
2021-02-23,290.3737487792969,209.23936462402344,122.71833801269531,90.16999816894531,1570.2039794921875,169.1199951171875,68.08502197265625,111.61276245117188,23.110000610351562
2021-02-24,294.1854248046875,214.1835479736328,121.91332244873047,90.18000030517578,1626.57568359375,169.0,68.15510559082031,111.78131103515625,21.34000015258789
2021-02-25,289.0757141113281,206.26724243164062,119.92245483398438,90.12999725341797,1475.7037353515625,165.82000732421875,67.50882720947266,110.01153564453125,28.889999389648438
2021-02-26,284.9049072265625,205.984130859375,123.88695526123047,90.93000030517578,1446.03369140625,161.80999755859375,67.306396484375,111.4695053100586,27.950000762939453
2021-03-01,290.5580139160156,213.30604553222656,122.25066375732422,91.04000091552734,1564.7076416015625,161.52999877929688,68.06199645996094,111.57843780517578,23.350000381469727
2021-03-02,289.26898193359375,209.2016143798828,122.25934600830078,90.79000091552734,1492.6087646484375,162.41000366210938,67.96041107177734,111.4517822265625,24.100000381469727
2021-03-03,288.1641845703125,206.93714904785156,120.93336486816406,90.94999694824219,1575.8531494140625,160.6199951171875,67.74162292480469,110.6241683959961,26.670000076293945
2021-03-04,285.02471923828125,201.1532440185547,120.15340423583984,91.62999725341797,1541.914306640625,159.0399932861328,67.4837646484375,109.7206039428711,28.56999969482422
2021-03-05,290.2358093261719,205.41806030273438,120.3874282836914,91.9800033569336,1533.2750244140625,159.13999938964844,67.6869125366211,109.57705688476562,24.65999984741211
2021-03-08,293.0069580078125,206.38990783691406,119.45134735107422,92.30999755859375,1834.7279052734375,157.49000549316406,67.19461822509766,108.5552749633789,25.469999313354492
2021-03-09,293.3383483886719,210.7301788330078,121.10672760009766,91.95999908447266,1868.048828125,160.83999633789062,67.28841400146484,109.3743667602539,24.030000686645508
2021-03-10,297.6841125488281,214.39108276367188,121.34940338134766,91.79000091552734,1799.166259765625,161.66000366210938,67.4993667602539,109.88949584960938,22.559999465942383
2021-03-11,299.5254211425781,219.10879516601562,120.47402954101562,91.41999816894531,1826.1949462890625,161.52000427246094,67.74943542480469,109.95706176757812,21.90999984741211
2021-03-12,302.2690124511719,220.40142822265625,117.9173812866211,91.68000030517578,1772.1024169921875,161.49000549316406,67.5619125366211,108.69037628173828,20.690000534057617
2021-03-15,303.9078063964844,221.1845703125,118.6107406616211,91.83000183105469,1791.7022705078125,162.1999969482422,67.56973266601562,109.06194305419922,20.030000686645508
2021-03-16,302.7754211425781,217.4859161376953,118.13406372070312,91.87000274658203,1806.9718017578125,162.35000610351562,67.41343688964844,108.98591613769531,19.790000915527344
2021-03-17,304.53375244140625,219.19371032714844,117.25004577636719,91.4000015258789,1823.4493408203125,163.50999450683594,67.50721740722656,109.08724975585938,19.229999542236328
2021-03-18,303.2356872558594,212.52291870117188,116.06275939941406,91.8499984741211,1782.8551025390625,162.55999755859375,66.9914779663086,108.46236419677734,21.579999923706055
2021-03-19,300.76422119140625,214.12693786621094,116.78205871582031,91.91999816894531,1817.6241455078125,163.24000549316406,67.24935150146484,108.6228256225586,20.950000762939453
2021-03-22,301.8989562988281,212.51344299316406,118.09073638916016,91.80000305175781,1691.333984375,163.0,67.4915771484375,109.01126861572266,18.8799991607666
2021-03-23,298.9652404785156,204.80470275878906,119.15670776367188,92.33999633789062,1678.650146484375,161.80999755859375,67.5619125366211,109.33214569091797,20.299999237060547
2021-03-24,298.983642578125,200.06820678710938,119.79802703857422,92.52999877929688,1593.4134521484375,162.3699951171875,67.6009750366211,109.6614761352539,21.200000762939453
2021-03-25,300.9303894042969,204.81173706054688,118.85340881347656,92.87999725341797,1595.3592529296875,161.77999877929688,67.71822357177734,109.53483581542969,19.809999465942383
2021-03-26,305.00799560546875,208.5457763671875,118.43737030029297,92.7699966430664,1702.842041015625,162.24000549316406,67.92135620117188,109.45881652832031,18.860000610351562
2021-03-29,305.9766845703125,202.67535400390625,117.43209838867188,92.94000244140625,1819.6849365234375,160.30999755859375,67.96041107177734,109.19705963134766,20.739999771118164
2021-03-30,305.20166015625,206.08792114257812,118.04740905761719,93.30000305175781,1846.03369140625,157.57000732421875,67.79633331298828,109.53483581542969,19.610000610351562
2021-03-31,304.6112365722656,208.85769653320312,117.38876342773438,93.2300033569336,1918.362060546875,159.9600067138672,68.12454223632812,109.8219223022461,19.399999618530273
2021-04-01,305.78289794921875,211.5045928955078,119.3370590209961,92.93000030517578,1977.27685546875,161.97999572753906,68.26879119873047,110.51067352294922,17.329999923706055
2021-04-05,309.24237060546875,212.6673126220703,118.81634521484375,92.5999984741211,2107.88720703125,161.9199981689453,68.30015563964844,109.96914672851562,17.90999984741211
2021-04-06,308.4769287109375,212.0433807373047,119.62342834472656,92.33999633789062,2118.37890625,163.22000122070312,68.41777038574219,110.70529174804688,18.1200008392334
2021-04-07,308.4769287109375,208.62135314941406,118.79033660888672,92.45999908447266,1971.0772705078125,162.75999450683594,68.39424133300781,110.48532104492188,17.15999984741211
2021-04-08,309.1778869628906,210.38909912109375,119.77102661132812,92.05999755859375,2088.57373046875,164.50999450683594,68.41777038574219,110.89138793945312,16.950000762939453
2021-04-09,311.6965637207031,210.41748046875,119.3370590209961,92.16000366210938,2072.10888671875,163.27000427246094,68.3707275390625,110.66297912597656,16.690000534057617
2021-04-12,311.41058349609375,209.5950469970703,119.28498840332031,92.13999938964844,2139.353271484375,162.27999877929688,68.30015563964844,110.63758850097656,16.90999984741211
2021-04-13,310.7094421386719,209.04673767089844,120.1788330078125,91.8499984741211,2299.187744140625,163.42999267578125,68.3471908569336,111.12832641601562,16.649999618530273
2021-04-14,311.3920593261719,211.1075439453125,119.7969741821289,91.69000244140625,2435.10498046875,162.72000122070312,68.3158187866211,110.97602844238281,16.989999771118164
2021-04-15,314.07684326171875,212.02450561523438,121.80176544189453,91.66999816894531,2519.1162109375,165.35000610351562,68.59027099609375,111.6613998413086,16.56999969482422
2021-04-16,315.4906005859375,212.3648223876953,120.85576629638672,91.55999755859375,2431.946533203125,166.35000610351562,68.44912719726562,110.89990234375,16.25
2021-04-19,314.4662170410156,209.6045379638672,120.50859069824219,91.06999969482422,2166.188720703125,165.88999938964844,68.33935546875,110.61219787597656,17.290000915527344
2021-04-20,312.03912353515625,205.312744140625,121.06407165527344,91.23999786376953,2330.2109375,166.47999572753906,68.22176361083984,110.82377624511719,18.68000030517578
2021-04-21,314.9736633300781,210.3324432373047,121.30708312988281,91.16000366210938,2364.751708984375,168.1300048828125,68.44912719726562,111.20447540283203,17.5
2021-04-22,312.03912353515625,209.4626922607422,121.83647155761719,91.33000183105469,2403.53515625,167.0399932861328,68.32367706298828,111.314453125,18.709999084472656
2021-04-23,314.1707763671875,213.4141387939453,121.55005645751953,90.86000061035156,2363.586181640625,166.39999389648438,68.50402069091797,111.40753936767578,17.329999923706055
2021-04-26,313.654052734375,215.63558959960938,121.37650299072266,90.80999755859375,2534.481689453125,166.83999633789062,68.47264099121094,111.35677337646484,17.639999389648438
2021-04-27,313.61712646484375,215.95700073242188,120.31773376464844,90.91000366210938,2662.865234375,166.4199981689453,68.37857818603516,110.85757446289062,17.559999465942383
2021-04-28,312.26971435546875,216.32571411132812,120.39575958251953,90.61000061035156,2746.380126953125,166.91000366210938,68.51183319091797,110.87450408935547,17.280000686645508
2021-04-29,314.3000793457031,215.52215576171875,120.03999328613281,90.61000061035156,2756.876953125,166.22000122070312,68.59027099609375,110.7391128540039,17.610000610351562
2021-04-30,312.7957763671875,212.5917205810547,120.31773376464844,91.27999877929688,2773.20703125,165.66000366210938,68.55889129638672,110.96759796142578,18.610000610351562
2021-05-03,314.79840087890625,213.6315460205078,120.38983917236328,90.94999694824219,3431.086181640625,167.80999755859375,68.58565521240234,111.2346420288086,18.309999465942383
2021-05-04,315.1489562988281,211.07919311523438,121.2068099975586,91.29000091552734,3253.62939453125,166.5800018310547,68.54631805419922,111.30242156982422,19.479999542236328
2021-05-05,315.878173828125,210.23785400390625,121.40666961669922,91.30999755859375,3522.783203125,167.27000427246094,68.6800537109375,111.43804168701172,19.149999618530273
2021-05-06,318.8590393066406,210.41748046875,121.6065673828125,90.94999694824219,3490.88037109375,170.05999755859375,68.6564712524414,111.6500244140625,18.389999389648438
2021-05-07,321.04620361328125,213.06431579589844,121.00691223144531,90.2300033569336,3484.72900390625,171.58999633789062,68.70366668701172,111.69242095947266,16.690000534057617
2021-05-10,320.91693115234375,207.647705078125,119.78148651123047,90.20999908447266,3952.2939453125,172.11000061035156,68.54631805419922,111.09049987792969,19.65999984741211
2021-05-11,316.4596252441406,206.98599243164062,119.10355377197266,90.13999938964844,4168.701171875,172.13999938964844,68.4754867553711,110.6835708618164,21.84000015258789
2021-05-12,310.0826110839844,200.26480102539062,117.8520278930664,90.70999908447266,3785.8486328125,170.42999267578125,68.14508819580078,110.08165740966797,27.59000015258789
2021-05-13,314.1894226074219,203.9514923095703,118.03455352783203,90.75,3715.1484375,171.1300048828125,68.38895416259766,110.49705505371094,23.1299991607666
2021-05-14,317.705322265625,208.93331909179688,119.13835144042969,90.31999969482422,4079.057373046875,172.69000244140625,68.60923767089844,111.0989761352539,18.809999465942383
2021-05-17,317.1424255371094,209.21693420410156,118.88630676269531,90.22000122070312,3282.397705078125,174.6999969482422,68.48336791992188,110.97177124023438,19.719999313354492
2021-05-18,314.79840087890625,207.62876892089844,118.58213806152344,89.75,3380.070068359375,175.0399932861328,68.31816864013672,110.60726165771484,21.34000015258789
2021-05-19,313.257080078125,206.03121948242188,118.29530334472656,90.19000244140625,2460.67919921875,175.16000366210938,68.13720703125,110.41228485107422,22.18000030517578
2021-05-20,315.17681884765625,207.40191650390625,119.26871490478516,89.80999755859375,2784.294189453125,175.9600067138672,68.42830657958984,111.16682434082031,20.670000076293945
2021-05-21,316.30767822265625,207.94078063964844,119.65109252929688,90.0199966430664,2430.621337890625,176.0399932861328,68.53057861328125,111.24311828613281,20.149999618530273
2021-05-24,318.0834045410156,209.2925567626953,120.0943603515625,89.83000183105469,2643.591064453125,176.35000610351562,68.60923767089844,111.54826354980469,18.399999618530273
2021-05-25,317.3620910644531,207.2695770263672,121.2068099975586,89.63999938964844,2706.62890625,177.9499969482422,68.61711120605469,111.9637222290039,18.84000015258789
